id. cervecera;nombre cervecera;fecha encuesta;nota global;aroma;aspecto;encuestado;estilo;paladar;gusto;nombre;volument de alcohol;id. cerveza
850;Moon River Brewing Company;1262547949;4.5;4.0;4.0;smcolw;American IPA;4.0;4.5;Nick's Balls Of Gold;7.2;55192
577;Isle Of Skye Brewery;1174619059;3.5;3.5;3.0;stereosforgeeks;Scotch Ale / Wee Heavy;3.5;3.5;Wee Beast (Cuillin Beast);7.0;17010
577;Isle Of Skye Brewery;1248049536;4.0;4.0;4.0;Georgiabeer;Scottish Ale;3.5;4.0;Black Cuillin;4.5;1557
14756;Bluegrass Brewing Co.;1299811919;4.0;4.0;3.0;WoodBrew;English Porter;4.0;4.0;Dark Star Porter;5.6;44579
21841;Craggie Brewing Company;1299729994;3.0;4.5;3.5;Jdmpolk;American Pale Ale (APA);3.0;4.0;Antebellum Ale;5.0;58940
16859;Great South Bay Brewery;1292189754;3.5;3.5;3.5;SkunkWorks;Rye Beer;3.5;3.5;Sleigh Ryed;6.6;64348
23082;Crested Butte Brewing Co.;1278815691;3.5;4.0;4.5;schoolcb;Oatmeal Stout;4.0;4.0;Rodeo Stout;4.5;59986
14879;Hoppin' Frog Brewery;1186798100;4.0;4.0;4.5;Figgy;Russian Imperial Stout;4.5;4.5;B.O.R.I.S. The Crusher Oatmeal-Imperial Stout;9.4;33644
2055;Bernard Family Brewery;1223223696;4.5;3.5;4.0;GreenCard;Euro Dark Lager;4.0;4.0;Bernard Cerne;5.0;21521
971;Crescent City Brewhouse;1298753545;3.5;4.0;3.0;WJVII;Munich Dunkel Lager;3.0;3.0;Black Forest;;9825
14879;Hoppin' Frog Brewery;1211914593;4.0;3.5;3.0;PorterLover83;Hefeweizen;4.0;4.0;Wild Frog Wheat Ale;6.0;36862
14879;Hoppin' Frog Brewery;1193359842;5.0;4.0;3.5;Vancer;Hefeweizen;4.5;4.5;Wild Frog Wheat Ale;6.0;36862
14879;Hoppin' Frog Brewery;1230504374;4.5;4.0;4.5;ATLbeerDog;American Double / Imperial IPA;4.0;4.5;Mean Manalishi Double I.P.A.;8.2;37518
14879;Hoppin' Frog Brewery;1216496325;4.5;4.0;4.0;beereality;American Double / Imperial IPA;4.0;4.0;Mean Manalishi Double I.P.A.;8.2;37518
14879;Hoppin' Frog Brewery;1197855856;5.0;4.5;5.0;pwoods;American Double / Imperial IPA;4.5;5.0;Mean Manalishi Double I.P.A.;8.2;37518
14879;Hoppin' Frog Brewery;1272913240;3.5;4.5;3.5;hopstradamus;American Double / Imperial IPA;4.0;4.0;Mean Manalishi Double I.P.A.;8.2;37518
14879;Hoppin' Frog Brewery;1321008915;4.5;5.0;4.0;Reagan1984;English Barleywine;4.5;5.0;Barrel Aged Naked Evil;11.3;72827
14879;Hoppin' Frog Brewery;1287590309;4.5;4.0;3.5;drabmuh;Russian Imperial Stout;4.5;4.0;D.O.R.I.S. The Destroyer Double Imperial Stout;10.5;57110
14879;Hoppin' Frog Brewery;1313896188;5.0;4.5;4.5;JayS2629;Russian Imperial Stout;5.0;5.0;D.O.R.I.S. The Destroyer Double Imperial Stout;10.5;57110
14879;Hoppin' Frog Brewery;1295007283;5.0;4.0;4.0;mdagnew;American IPA;4.0;4.0;Hoppin' To Heaven IPA;6.8;33624
14879;Hoppin' Frog Brewery;1286909414;5.0;3.0;4.0;beerhan;Pumpkin Ale;4.0;4.5;Frog's Hollow Double Pumpkin Ale;8.4;52211
14879;Hoppin' Frog Brewery;1324606509;4.0;3.5;3.5;oline73;Winter Warmer;3.0;4.0;Frosted Frog Christmas Ale;8.6;54134
14879;Hoppin' Frog Brewery;1289898041;3.5;4.0;4.0;nrbw23;Winter Warmer;4.0;4.0;Frosted Frog Christmas Ale;8.6;54134
14879;Hoppin' Frog Brewery;1308001944;4.0;4.0;4.0;Thorpe429;Russian Imperial Stout;4.0;4.0;BORIS Royale;9.4;69461
14879;Hoppin' Frog Brewery;1272766178;3.5;5.0;4.0;realmpel;Russian Imperial Stout;3.5;3.5;Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout;9.4;47695
14879;Hoppin' Frog Brewery;1323022532;4.0;4.0;4.0;KAP1356;Russian Imperial Stout;4.5;4.0;Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout;9.4;47695
14879;Hoppin' Frog Brewery;1240031990;5.0;5.0;4.5;raninator84;Russian Imperial Stout;4.0;5.0;Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout;9.4;47695
14879;Hoppin' Frog Brewery;1309214251;4.0;4.0;4.5;camil1mj;Russian Imperial Stout;4.0;3.5;Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout;9.4;47695
14879;Hoppin' Frog Brewery;1308103378;4.0;4.5;4.0;gnemesis;Russian Imperial Stout;4.0;4.0;Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout;9.4;47695
14879;Hoppin' Frog Brewery;1298766364;4.0;4.0;4.0;Urbancaver;Russian Imperial Stout;4.0;4.0;B.O.R.I.S. The Crusher Oatmeal-Imperial Stout;9.4;33644
14879;Hoppin' Frog Brewery;1287714712;4.0;4.5;4.0;Hex92;Russian Imperial Stout;4.5;4.5;B.O.R.I.S. The Crusher Oatmeal-Imperial Stout;9.4;33644
14879;Hoppin' Frog Brewery;1283301780;4.0;4.0;3.0;wspscott;Russian Imperial Stout;4.0;4.0;B.O.R.I.S. The Crusher Oatmeal-Imperial Stout;9.4;33644
14879;Hoppin' Frog Brewery;1258081887;4.0;4.5;4.0;woosterbill;Russian Imperial Stout;5.0;4.0;B.O.R.I.S. The Crusher Oatmeal-Imperial Stout;9.4;33644
14879;Hoppin' Frog Brewery;1254267599;3.5;4.0;4.0;jxhill;Russian Imperial Stout;4.0;4.0;B.O.R.I.S. The Crusher Oatmeal-Imperial Stout;9.4;33644
14879;Hoppin' Frog Brewery;1243738164;4.5;4.0;5.0;infestaxion;Russian Imperial Stout;4.0;5.0;B.O.R.I.S. The Crusher Oatmeal-Imperial Stout;9.4;33644
14879;Hoppin' Frog Brewery;1238484595;4.5;4.5;4.0;PeprSprYoFace;Russian Imperial Stout;5.0;5.0;B.O.R.I.S. The Crusher Oatmeal-Imperial Stout;9.4;33644
14879;Hoppin' Frog Brewery;1205291149;4.0;4.5;4.0;GbVDave;Russian Imperial Stout;4.5;4.5;B.O.R.I.S. The Crusher Oatmeal-Imperial Stout;9.4;33644
14879;Hoppin' Frog Brewery;1168839962;4.5;4.0;5.0;ultimatebeersnob;Russian Imperial Stout;4.5;4.5;B.O.R.I.S. The Crusher Oatmeal-Imperial Stout;9.4;33644
14879;Hoppin' Frog Brewery;1208320720;4.0;5.0;4.0;hustlesworth;Black & Tan;4.5;4.5;Bodacious Black & Tan;7.6;33662
14879;Hoppin' Frog Brewery;1294894568;3.5;4.0;4.0;scottfrie;Black & Tan;2.5;3.5;Bodacious Black & Tan;7.6;33662
14879;Hoppin' Frog Brewery;1265421483;4.0;4.0;4.0;DougBrew;Black & Tan;3.5;4.0;Bodacious Black & Tan;7.6;33662
14879;Hoppin' Frog Brewery;1210610778;4.0;4.0;3.5;Kegatron;American Porter;4.0;3.5;Silk Porter;6.2;40153
1386;Harmon Restaurant & Brewery;1160977767;3.0;3.5;2.5;RedDiamond;Scotch Ale / Wee Heavy;3.0;3.0;Harmon Killer Brew, Version 9;7.2;33242
936;No-Li Brewhouse;1198258874;3.0;2.5;2.0;MTNboy;American Double / Imperial IPA;3.0;2.5;14 Year Anniversary Ale;;39084
2446;Catawba Valley Brewing Company;1102280012;4.0;4.0;4.0;mntlover;Pumpkin Ale;4.0;4.0;King Don's Original Pumpkin Ale;5.0;13282
21516;Kirkland Signature / Costco Wholesale Corporation;1246690805;3.0;3.0;3.0;jeffjeff1;Märzen / Oktoberfest;3.0;3.0;Kirkland Signature German Style Lager;5.5;48521
21516;Kirkland Signature / Costco Wholesale Corporation;1303252251;3.5;3.0;4.0;hoppyhound;American Amber / Red Ale;2.5;4.0;Kirkland Signature Amber Ale;5.7;48556
21516;Kirkland Signature / Costco Wholesale Corporation;1285901025;3.0;3.0;2.0;HugePlume;Hefeweizen;3.0;3.0;Kirkland Signature Hefeweizen;5.5;48519
3282;Brasserie La Binchoise (Malterie des Remparts);1145558608;2.0;2.5;2.5;stcules;Belgian Strong Dark Ale;2.0;2.0;Gribousine D'Hiver;8.5;26007
3282;Brasserie La Binchoise (Malterie des Remparts);1170621422;2.0;2.5;3.0;Jwaks;Belgian Strong Dark Ale;2.5;2.0;La Binchoise Brune Tradition;8.2;7694
3282;Brasserie La Binchoise (Malterie des Remparts);1283571607;4.0;4.0;4.0;FreshHawk;Belgian Strong Pale Ale;4.0;4.0;La Binchoise Spéciale Noël (Reserve Special - USA);9.0;8422
16863;Wapping Beers Ltd.;1209164459;4.0;3.5;4.0;wl0307;English Bitter;4.5;3.5;Wapping Baltic Gold;3.9;42330
1386;Harmon Restaurant & Brewery;1259973313;4.5;4.5;4.0;ccrida;American Double / Imperial IPA;4.0;4.5;Rajah's Royal IPA;9.9;4374
1386;Harmon Restaurant & Brewery;1160976401;2.0;2.0;2.0;RedDiamond;American IPA;2.5;2.0;One Hop Wonder IPA;6.2;32676
1386;Harmon Restaurant & Brewery;1226543716;3.0;3.5;3.5;ccrida;American IPA;3.0;3.0;One Hop Wonder #4 (Sterling);7.4;45887
1386;Harmon Restaurant & Brewery;1157737552;3.5;3.0;3.5;eballard;Fruit / Vegetable Beer;3.0;3.5;Heart Of Darkness Raspberry Stout;;31984
1386;Harmon Restaurant & Brewery;1299902366;4.0;3.0;3.0;atowle25;Extra Special / Strong Bitter (ESB);3.5;3.5;Brown's Point ESB;5.8;4371
1386;Harmon Restaurant & Brewery;1296104966;4.0;3.5;3.5;Beerandraiderfan;American IPA;3.5;3.5;Point Defiance IPA;6.1;4373
765;Trafalgar Ales & Meads;1158112355;3.5;3.5;4.0;funkengruven;Irish Red Ale;4.0;3.5;Elora Irish Ale;5.0;27597
765;Trafalgar Ales & Meads;1266891281;2.5;3.0;3.5;CAMRAhardliner;American Pale Ale (APA);2.5;2.5;Left Coast Pale Ale;5.0;54361
765;Trafalgar Ales & Meads;1224726354;2.0;2.5;1.5;Toxicsmed;Smoked Beer;1.5;1.0;Trafalgar Smoked Oatmeal Stout;5.0;38552
765;Trafalgar Ales & Meads;1098882005;3.5;3.5;3.0;SaunaKing;American Amber / Red Ale;3.0;3.5;Portside Amber Premium Ale;5.0;14242
765;Trafalgar Ales & Meads;1296275473;2.5;3.5;3.0;TheHammer;English Bitter;2.0;2.5;Elora Special Bitter;5.0;44351
26946;Big Hurt Brewing Company;1319643688;3.5;2.5;3.0;Sean9689;American Malt Liquor;4.0;3.0;Big Hurt Beer;7.0;74145
26946;Big Hurt Brewing Company;1319126976;3.0;2.5;3.0;AgentZero;American Malt Liquor;3.0;3.5;Big Hurt Beer;7.0;74145
395;Bluegrass Brewing Co. - East St. Matthew's;1114201058;4.0;3.5;3.5;Dithyramb;Belgian Dark Ale;3.5;4.0;Hell For Certain;6.6;3365
395;Bluegrass Brewing Co. - East St. Matthew's;1305342218;3.5;4.5;4.0;JDizzle;American Strong Ale;3.0;3.5;Bourbon Barrel Big Brown;9.5;49442
395;Bluegrass Brewing Co. - East St. Matthew's;1112228262;4.0;4.0;4.0;stoned2;American Barleywine;4.5;4.5;Bearded Pat's Barleywine;11.0;3003
395;Bluegrass Brewing Co. - East St. Matthew's;1162499330;4.5;4.5;4.5;brewdlyhooked13;American Double / Imperial Stout;4.0;4.5;Jefferson's Reserve Bourbon Barrel Stout;8.5;29687
395;Bluegrass Brewing Co. - East St. Matthew's;1181484846;3.5;3.0;4.0;thaichile;American Double / Imperial IPA;3.5;3.5;Homewrecker;10.25;20417
395;Bluegrass Brewing Co. - East St. Matthew's;1137166471;4.5;4.0;4.0;clvand0;English Brown Ale;4.0;4.5;Nut Brown Ale;4.9;7324
395;Bluegrass Brewing Co. - East St. Matthew's;1302067311;3.5;3.0;4.0;ommegangpbr;English Brown Ale;3.5;4.0;Nut Brown Ale;4.9;7324
395;Bluegrass Brewing Co. - East St. Matthew's;1235777776;4.0;4.0;4.0;monoXcide;English Brown Ale;3.5;3.5;Nut Brown Ale;4.9;7324
395;Bluegrass Brewing Co. - East St. Matthew's;1255476680;4.0;4.5;5.0;movingtrain;American IPA;4.5;4.5;Rye 75;7.5;49391
3965;Anacapa Brewing Company;1050148224;3.0;3.0;3.0;elmocoso;Irish Red Ale;3.0;3.0;Dublins Irish Ale;5.8;9422
26816;Kolding Bryglaug;1316382540;4.0;4.0;4.0;Mora2000;American Wild Ale;4.0;4.0;KB Grand Cru 2010 - Oak Aged Cassis;6.5;73235
23020;Brouwerij Van Viven;1306195333;2.5;3.5;2.5;tbeckett;American Double / Imperial IPA;2.5;3.0;Viven Imperial IPA;8.0;59514
2647;Brasserie Britt de Bretagne;1283718694;4.5;4.0;4.0;peterjk;Belgian Dark Ale;4.0;4.0;Britt Rousse;5.4;23904
365;Pike Pub & Brewery;1255237521;3.5;4.0;4.5;optimator13;American Stout;4.0;4.0;Pike Street XXXXX Stout;7.0;966
365;Pike Pub & Brewery;1241898973;4.0;4.0;3.5;DousedInStout;American Stout;4.0;4.5;Pike Street XXXXX Stout;7.0;966
365;Pike Pub & Brewery;1193291365;4.0;4.0;4.5;woemad;American Stout;3.5;3.5;Pike Street XXXXX Stout;7.0;966
365;Pike Pub & Brewery;1162007704;3.5;4.0;4.0;FightingEntropy;American Stout;3.5;4.0;Pike Street XXXXX Stout;7.0;966
365;Pike Pub & Brewery;1282868312;4.0;4.0;4.0;beerthulhu;American Stout;4.5;4.5;Pike Street XXXXX Stout;7.0;966
365;Pike Pub & Brewery;1306476075;3.5;3.5;3.5;PeprSprYoFace;American Double / Imperial IPA;3.5;3.5;Pike Double IPA;8.0;48525
365;Pike Pub & Brewery;1318245579;2.0;3.5;2.5;harrymel;American Amber / Red Ale;2.0;2.0;Pike Pale Heirloom Amber Ale;5.3;35717
365;Pike Pub & Brewery;1312598329;3.5;3.5;4.0;grittybrews;Dubbel;3.0;3.5;Pike Tandem;7.0;53495
365;Pike Pub & Brewery;1048291906;4.0;3.5;3.5;Reidrover;Scotch Ale / Wee Heavy;4.0;4.0;Pike Kilt Lifter Scotch Style Ale;6.5;962
365;Pike Pub & Brewery;1278886904;4.0;4.0;3.0;andrenaline;Witbier;4.0;4.0;Pike Dry Wit;5.0;58027
365;Pike Pub & Brewery;1200722207;4.5;3.5;3.5;russpowell;American Strong Ale;3.5;4.0;Pike Tandem Double Ale;7.5;33227
365;Pike Pub & Brewery;1231562811;3.5;3.5;3.5;russpowell;American Pale Ale (APA);3.5;3.5;Naughty Nellie's Ale;4.7;961
365;Pike Pub & Brewery;1149824866;4.0;4.0;4.0;BDTyre;American Pale Ale (APA);4.0;4.5;Naughty Nellie's Ale;4.7;961
365;Pike Pub & Brewery;1278990595;4.0;4.0;3.5;philbertk;Hefeweizen;3.5;4.0;Pike Weisse;3.8;965
365;Pike Pub & Brewery;1186532336;4.0;4.0;2.0;IdentityAles;Tripel;4.0;3.5;Monk's Uncle Tripel;9.0;34590
365;Pike Pub & Brewery;1287180537;3.5;4.0;3.5;BeerNinja007;Tripel;3.5;4.5;Monk's Uncle Tripel;9.0;34590
365;Pike Pub & Brewery;1245924957;3.0;3.0;4.0;beertunes;Tripel;3.0;3.5;Monk's Uncle Tripel;9.0;34590
365;Pike Pub & Brewery;1232419483;3.5;3.5;3.5;RedDiamond;American IPA;3.5;3.5;Pike India Pale Ale;6.5;960
365;Pike Pub & Brewery;1050243825;4.0;4.0;3.5;Gusler;American IPA;3.0;4.0;Pike India Pale Ale;6.5;960
14365;Growlers;1318122372;4.0;3.5;3.5;Daniellobo;American Amber / Red Ale;4.0;4.0;Alley Way Amber;7.5;73941
453;Pivovarna Laško;1191196661;4.0;2.5;3.5;ThatWineGuy;Czech Pilsener;3.5;3.5;Zlatorog;4.5;22907
453;Pivovarna Laško;1151688065;4.0;4.0;3.5;ernie;English Brown Ale;4.0;3.5;Tamno Lasko;6.0;7815
9020;Yazoo Brewing Company;1279149680;3.0;3.0;3.5;mjw06;Hefeweizen;3.0;3.5;Hefeweizen;5.0;20575
9020;Yazoo Brewing Company;1182856934;4.0;3.5;3.5;Gavage;American Pale Ale (APA);4.0;4.0;Pale Ale;5.8;25656
9020;Yazoo Brewing Company;1111251116;4.5;4.0;4.5;JiminKY;Irish Dry Stout;4.5;4.5;Onward Irish Stout;3.8;17094
9020;Yazoo Brewing Company;1324675396;3.5;3.5;4.0;vfgccp;American IPA;4.0;3.5;Hop Project #45;;66600
9020;Yazoo Brewing Company;1249692907;4.5;4.5;4.0;beer2day;American IPA;4.5;5.0;Hop Project #16;;51259
9020;Yazoo Brewing Company;1193030261;3.0;3.0;4.5;nickfl;American Pale Ale (APA);3.0;3.5;Pale Ale;5.8;25656
9020;Yazoo Brewing Company;1259029984;4.0;5.0;3.5;mklinger;American IPA;4.5;4.5;Hop Project #19;;51877
9020;Yazoo Brewing Company;1251938429;4.5;4.5;4.0;Tilley4;American IPA;4.0;4.0;Hop Project #19;;51877
9020;Yazoo Brewing Company;1226544187;4.5;5.0;4.0;ckeegan04;American Pale Ale (APA);4.0;4.0;Fresh Hop Ale;;45888
9020;Yazoo Brewing Company;1202004706;4.0;3.0;4.0;Tilley4;American Brown Ale;3.0;3.5;Dos Perros;3.5;20893
1289;The Ship Inn;1022178122;2.0;3.0;3.5;loukennel;English Brown Ale;2.0;2.5;Pheasant Plucker;;3814
2600;Fernandes Brewery Tap;1116665750;5.0;4.0;4.0;TheLongBeachBum;English Bitter;4.0;4.5;Final Countdown;3.7;23795
26384;Birrificio Del Levante - Leone D'Oro;1311279064;4.0;4.0;4.0;ferrari29;English Strong Ale;4.0;4.0;Ale - Serie Classica;7.2;71252
60;Cooperstown Brewing Company;1127861006;3.0;4.0;4.0;rousee;American Pale Ale (APA);3.5;4.0;Old Slugger;5.5;1598
60;Cooperstown Brewing Company;1109452953;2.5;4.0;4.0;sulldaddy;American Pale Ale (APA);4.0;4.0;Old Slugger;5.5;1598
60;Cooperstown Brewing Company;1093356088;4.0;3.5;3.5;necoadam;American Pale Ale (APA);3.0;3.5;Old Slugger;5.5;1598
60;Cooperstown Brewing Company;1079836482;3.5;3.5;4.0;HappyHourHero;American Pale Ale (APA);3.5;3.5;Old Slugger;5.5;1598
60;Cooperstown Brewing Company;1320011886;3.5;3.5;3.0;MsRif;English Stout;2.0;3.5;Strike Out Stout;4.6;178
60;Cooperstown Brewing Company;1090204310;4.0;4.0;4.0;sulldaddy;English Stout;4.5;4.0;Strike Out Stout;4.6;178
60;Cooperstown Brewing Company;1298897539;4.0;3.0;4.0;oberon;English India Pale Ale (IPA);4.0;3.5;Back Yard India Pale Ale;6.1;1599
60;Cooperstown Brewing Company;1123040350;4.0;3.5;3.5;Naes;English India Pale Ale (IPA);4.0;4.0;Back Yard India Pale Ale;6.1;1599
60;Cooperstown Brewing Company;1267593639;3.5;3.5;4.0;Durge;English Strong Ale;4.0;4.0;Pride Of Milford Special Ale;7.7;1791
60;Cooperstown Brewing Company;1264910614;3.0;3.0;3.5;jwc215;English Strong Ale;3.0;3.0;Pride Of Milford Special Ale;7.7;1791
60;Cooperstown Brewing Company;1152669615;4.0;4.0;4.0;bjohnson;English Strong Ale;4.5;4.0;Pride Of Milford Special Ale;7.7;1791
24445;Haymarket Pub & Brewery;1313931420;4.0;4.0;2.5;Thorpe429;American Double / Imperial Stout;4.5;4.5;Indignant Bourbon Imperial Stout;12.5;71802
860;The Vermont Pub & Brewery;1236977701;4.5;4.0;4.0;Brad007;Cream Ale;4.5;4.5;Quebecois;;46206
860;The Vermont Pub & Brewery;1194122618;4.0;3.5;4.0;Brad007;Irish Red Ale;4.0;4.0;Burly Irish Ale;;12930
860;The Vermont Pub & Brewery;1068592859;3.0;3.0;3.5;scottum;Irish Dry Stout;2.5;3.5;Handsome Mick's Irish Stout;;2738
12224;Rinkuškiai Alaus Darykloje;1265079747;3.5;3.0;3.0;flagmantho;Euro Strong Lager;3.5;3.5;Zhiguly Grande 9,5;9.4;41613
12224;Rinkuškiai Alaus Darykloje;1305468582;3.0;3.0;3.5;oberon;Doppelbock;4.0;3.0;Zhiguly Grande 12;11.9;62419
12224;Rinkuškiai Alaus Darykloje;1313724233;3.0;3.5;3.5;Hopfenpeter;Belgian Dark Ale;3.0;3.0;Werewolf;8.2;40815
474;Inertia Industries Ltd.;1076219048;3.0;3.0;3.0;packetknife;American Adjunct Lager;3.0;3.0;Sandpiper Premium Lager;;1674
14;Cambridge Brewing Company;1269034004;4.0;4.5;4.0;deltatauhobbit;American Wild Ale;4.5;5.0;Benevolence;12.6;10001
14;Cambridge Brewing Company;1123306259;3.0;4.0;4.0;BeerPanther;American IPA;2.5;4.0;Endless Summer IPA;6.3;11900
14;Cambridge Brewing Company;1152883437;4.5;4.5;3.5;Sycodrummer;English Barleywine;4.0;4.5;Arquebus;10.75;31703
14;Cambridge Brewing Company;1095126669;3.0;4.5;4.0;gentlebubbles;Scottish Gruit / Ancient Herbed Ale;4.0;4.0;"""The Wind Cried Mari..."" Scottish Heather Ale";4.4;5756
14;Cambridge Brewing Company;1068942322;4.5;4.5;4.0;UncleJimbo;American Double / Imperial IPA;4.0;4.5;Red God IPA;9.0;13816
14;Cambridge Brewing Company;1205374456;3.5;3.5;4.0;Damian;Scottish Gruit / Ancient Herbed Ale;2.5;3.5;Weekapaug Gruit Ale;5.0;16083
1199;Founders Brewing Company;1321571869;4.5;4.5;4.5;julian;American Double / Imperial Stout;5.0;4.5;Founders CBS Imperial Stout;10.6;47658
1199;Founders Brewing Company;1280030711;4.5;5.0;4.5;CampusCrew;American Double / Imperial IPA;4.5;5.0;Founders Devil Dancer;12.0;17538
1199;Founders Brewing Company;1318785125;5.0;4.5;3.5;orangesol;American Double / Imperial Stout;4.5;4.5;Founders CBS Imperial Stout;10.6;47658
1199;Founders Brewing Company;1318043077;5.0;5.0;4.5;s1ckboy;American Double / Imperial Stout;4.5;5.0;Founders CBS Imperial Stout;10.6;47658
1199;Founders Brewing Company;1291618287;5.0;5.0;4.5;dragonWhale;American Double / Imperial Stout;5.0;5.0;Founders CBS Imperial Stout;10.6;47658
1199;Founders Brewing Company;1284670192;4.0;5.0;4.5;billshmeinke;American Double / Imperial Stout;4.5;5.0;Founders CBS Imperial Stout;10.6;47658
1199;Founders Brewing Company;1249349352;5.0;4.5;4.5;SPLITGRIN;American Double / Imperial Stout;5.0;4.5;Founders CBS Imperial Stout;10.6;47658
1199;Founders Brewing Company;1248150001;4.5;4.5;4.5;alexgash;American Double / Imperial Stout;5.0;5.0;Founders CBS Imperial Stout;10.6;47658
1199;Founders Brewing Company;1324168027;5.0;5.0;4.5;fatmcb1;American Double / Imperial Stout;4.5;5.0;Founders CBS Imperial Stout;10.6;47658
1199;Founders Brewing Company;1312333397;3.5;3.5;4.0;brew3crew;American Pale Wheat Ale;4.0;3.5;Founders Honey Wheat;;53499
1199;Founders Brewing Company;1312002522;3.5;4.5;4.0;CurtisLoew;American Double / Imperial IPA;3.0;3.5;Founders Devil Dancer;12.0;17538
1199;Founders Brewing Company;1310786885;4.0;4.0;4.5;HOPPYKC;American Double / Imperial IPA;4.0;4.0;Founders Devil Dancer;12.0;17538
1199;Founders Brewing Company;1290464981;4.0;4.0;3.0;ToAzwethinkweizm;American Double / Imperial IPA;3.0;4.0;Founders Devil Dancer;12.0;17538
1199;Founders Brewing Company;1287548056;5.0;4.0;4.0;ianmhall;American Double / Imperial IPA;5.0;5.0;Founders Devil Dancer;12.0;17538
1199;Founders Brewing Company;1278176514;4.5;4.5;4.5;908carson;American Double / Imperial IPA;5.0;5.0;Founders Devil Dancer;12.0;17538
1199;Founders Brewing Company;1264808012;4.0;4.5;4.5;GitcheGumee;American Double / Imperial IPA;4.5;4.5;Founders Devil Dancer;12.0;17538
